video_id,date,source,keywords,description,path,title
kr4hBqjctwQ,2020-10-01T17:41:29Z,Wall Street Reporter,[],12:30PM EST ImagineAR (OTC: IPNFF) (CSE: IP) 1:00PM FansUnite (OTC: FUNFF) (CSE: FANS),report/investing/kr4hBqjctwQ.html,NEXT SUPER STOCK LiveChat: ImagineAR (OTC: IPNFF) &amp; FansUnite (OTC: FUNFF)
htnpk6CNdi4,2020-09-25T04:55:24Z,Wall Street Reporter,[],Click the SUBSCRIBE button now - and get our latest videos! SUBSCRIBE to our channel: https://bit.ly/2x22Q1C Follow Us for Frequent Updates and Videos!,report/investing/htnpk6CNdi4.html,Xphyto sep 23
2JgEhSeftZk,2020-09-24T23:27:20Z,Wall Street Reporter,[],Click the SUBSCRIBE button now - and get our latest videos! SUBSCRIBE to our channel: https://bit.ly/2x22Q1C Follow Us for Frequent Updates and Videos!,report/investing/2JgEhSeftZk.html,ImagineAR (OTC: IPNFF) NEXT SUPER STOCK Livestream 9/24/2020
i9THgWPJ8hg,2020-09-24T23:13:28Z,Wall Street Reporter,[],Click the SUBSCRIBE button now - and get our latest videos! SUBSCRIBE to our channel: https://bit.ly/2x22Q1C Follow Us for Frequent Updates and Videos!,report/investing/i9THgWPJ8hg.html,Peak Fintech Group (OTC: PPKFF) (CSE: PPK) NEXT SUPER STOCK Livestream 9/24
xxZsQ5g4FhU,2020-09-23T22:18:15Z,Wall Street Reporter,[],Valeo Pharma (OTC: VPHIF) (CSE: VPH) LiveChat with CEO Steve Saviuk.,report/investing/xxZsQ5g4FhU.html,NEXT SUPER STOCK CEO LiveChat: Valeo Pharma (OTC: VPHIF) (CSE: VPH)
jYsEiELmcGg,2020-09-23T17:43:27Z,Wall Street Reporter,[],12:30PM EST - CloudMD (OTC: DOCRF) (TSX.V:DOC) 1:00PM EST - Xphyto Therapeutics (OTC: XPHYTF) (CSE: XPHY),report/investing/jYsEiELmcGg.html,NEXT SUPER STOCK CEO LiveChat: CloudMD (OTC: DOCRF) &amp; Xphyto Therapeutics (OTC: XPHYF)
tveS3cO0e-E,2020-09-22T20:53:51Z,Wall Street Reporter,[],Click the SUBSCRIBE button now - and get our latest videos! SUBSCRIBE to our channel: https://bit.ly/2x22Q1C Follow Us for Frequent Updates and Videos!,report/investing/tveS3cO0e-E.html,Logiq (OTC: WEYL) NEXT SUPER STOCK livestream 9/16/20
49cr94azFrg,2020-09-17T18:31:26Z,Wall Street Reporter,[],"LiveChat with Evan Gappleberg, CEO Next Tech AR (OTC: NEXCF) (CSE: NTAR)",report/investing/49cr94azFrg.html,NEXT SUPER STOCK CEO LiveChat: Next Tech AR (OTC: NEXCF)
G4-OLVYCRwY,2020-09-10T17:23:05Z,Wall Street Reporter,[],"Next Super Stock CEO LiveChat: dynaCERT (TSX: DYA) (OTC: DYFSF), CEO Jim Payne.",report/investing/G4-OLVYCRwY.html,"Next Super Stock CEO LiveChat: dynaCERT (TSX: DYA) (OTC: DYFSF), CEO Jim Payne"
N0zRwGeP2Zw,2020-09-09T18:08:26Z,Wall Street Reporter,[],Next Super Stock CEO LiveChat: CloudMD & FansUnite 0:05 FansUnite (OTC: FUNFF) CSE: FANS) 32:52 CloudMD (OTC: DOCRF) (TSX.V: DOC),report/investing/N0zRwGeP2Zw.html,Next Super Stock CEO LiveChat: CloudMD &amp; FansUnite September 9
L91wm8ZEqW0,2020-09-01,,[],,investing/2020-09-01/L91wm8ZEqW0.html,
pcJrxYqB3X4,2020-09-01,,[],,investing/2020-09-01/pcJrxYqB3X4.html,
STsxt6xQGrI,2020-09-01,,[],,investing/2020-09-01/STsxt6xQGrI.html,
ZU4weRWnaAE,2020-09-01,,[],,investing/2020-09-01/ZU4weRWnaAE.html,
7xZdBPq_umE,2020-09-01,,[],,investing/2020-09-01/7xZdBPq_umE.html,
UlmXismAdzw,2020-09-01,,[],,investing/2020-09-01/UlmXismAdzw.html,
s002-muf6xI,2020-09-01,,[],,investing/2020-09-01/s002-muf6xI.html,
CHlPZ-zylRY,2020-09-01,,[],,investing/2020-09-01/CHlPZ-zylRY.html,
IIIGEhPppRM,2020-09-01,,[],,investing/2020-09-01/IIIGEhPppRM.html,
Jbgz4odKqtc,2020-09-01,,[],,investing/2020-09-01/Jbgz4odKqtc.html,
doM7_vLSS8Q,2020-09-01,,[],,investing/2020-09-01/doM7_vLSS8Q.html,
K830MChS270,2020-09-01,,[],,investing/2020-09-01/K830MChS270.html,
EdzhkSBgXgM,2020-09-01,,[],,investing/2020-09-01/EdzhkSBgXgM.html,
RdR6I5npf8o,2020-09-01,,[],,investing/2020-09-01/RdR6I5npf8o.html,
O2sag9_NfkM,2020-09-01,,[],,investing/2020-09-01/O2sag9_NfkM.html,
lylZaxO4680,2020-09-01,,[],,investing/2020-09-01/lylZaxO4680.html,
exQAXe-7Hew,2020-09-01,,[],,investing/2020-09-01/exQAXe-7Hew.html,
7CieEWI5OJY,2020-09-01,,[],,investing/2020-09-01/7CieEWI5OJY.html,
i6DsSX_T_zU,2020-09-01,,[],,investing/2020-09-01/i6DsSX_T_zU.html,
v1Qyi4DY0gA,2020-09-01,,[],,investing/2020-09-01/v1Qyi4DY0gA.html,
AUIfPydrSzs,2020-09-01,,[],,investing/2020-09-01/AUIfPydrSzs.html,
Y28WQ_WefzE,2020-09-01,,[],,investing/2020-09-01/Y28WQ_WefzE.html,
KVBiFTjz7v0,2020-09-01,,[],,investing/2020-09-01/KVBiFTjz7v0.html,
Hk9NIWGd1x8,2020-09-01,,[],,investing/2020-09-01/Hk9NIWGd1x8.html,
W_-uLHae0lo,2020-09-01,,[],,investing/2020-09-01/W_-uLHae0lo.html,
xuPucxesVxc,2020-09-01,,[],,investing/2020-09-01/xuPucxesVxc.html,
qn9-QUfjxhg,2020-09-01,,[],,investing/2020-09-01/qn9-QUfjxhg.html,
-7ECHHkoCLQ,2020-09-01,,[],,investing/2020-09-01/-7ECHHkoCLQ.html,
ipeo2GUzGbg,2020-09-01,,[],,investing/2020-09-01/ipeo2GUzGbg.html,
beZ8iKGuDeo,2020-09-01,,[],,investing/2020-09-01/beZ8iKGuDeo.html,
fj81NWPjE0Q,2020-09-01,,[],,investing/2020-09-01/fj81NWPjE0Q.html,
87Xbafb8dCw,2020-09-01,,[],,investing/2020-09-01/87Xbafb8dCw.html,
2oRqkkNSmRw,2020-09-01,,[],,investing/2020-09-01/2oRqkkNSmRw.html,
Fmv4DZdKjuc,2020-09-01,,[],,investing/2020-09-01/Fmv4DZdKjuc.html,
houc2e098r4,2020-09-01,,[],,investing/2020-09-01/houc2e098r4.html,
9hnUiwAjJIk,2020-09-01,,[],,investing/2020-09-01/9hnUiwAjJIk.html,
Gj_CNU4gS78,2020-09-01,,[],,investing/2020-09-01/Gj_CNU4gS78.html,
0zAhEkOZolY,2020-09-01,,[],,investing/2020-09-01/0zAhEkOZolY.html,
7vW-dhDAvCM,2020-09-01,,[],,investing/2020-09-01/7vW-dhDAvCM.html,
5ms4Jbf71Co,2020-09-01,,[],,investing/2020-09-01/5ms4Jbf71Co.html,
cCXp-njVV0U,2020-09-01,,[],,investing/2020-09-01/cCXp-njVV0U.html,
0k1qA5L-_k0,2020-09-01,,[],,investing/2020-09-01/0k1qA5L-_k0.html,
Nr1aZzKERMw,2020-09-01,,[],,investing/2020-09-01/Nr1aZzKERMw.html,
email,2020-09-01,,[],,investing/2020-09-01/email.html,
CHBHqI8GOsI,2020-09-01,,[],,investing/2020-09-01/CHBHqI8GOsI.html,
fCsMHiVSd5U,2020-09-01,,[],,investing/2020-09-01/fCsMHiVSd5U.html,
email,2020-08-31,,[],,investing/2020-08-31/email.html,
LPllpwMuV9Y,2020-08-30,,[],,investing/2020-08-30/LPllpwMuV9Y.html,
email,2020-08-30,,[],,investing/2020-08-30/email.html,
9v1CwFTSz24,2020-08-28,,[],,investing/2020-08-28/9v1CwFTSz24.html,
GvSWVcGS7gY,2020-08-28,,[],,investing/2020-08-28/GvSWVcGS7gY.html,
EZMy28b1duA,2020-08-28,,[],,investing/2020-08-28/EZMy28b1duA.html,
NPyOnfEenB0,2020-08-28,,[],,investing/2020-08-28/NPyOnfEenB0.html,
Gijge9v1C-U,2020-08-28,,[],,investing/2020-08-28/Gijge9v1C-U.html,
ZMsTn1mlXgs,2020-08-28,,[],,investing/2020-08-28/ZMsTn1mlXgs.html,
Gke3TDDnC1g,2020-08-28,,[],,investing/2020-08-28/Gke3TDDnC1g.html,
hb0V30YQsuw,2020-08-28,,[],,investing/2020-08-28/hb0V30YQsuw.html,
wTOeLtIx0KI,2020-08-28,,[],,investing/2020-08-28/wTOeLtIx0KI.html,
kucBoeVWejw,2020-08-28,,[],,investing/2020-08-28/kucBoeVWejw.html,
Tco_B020ZPU,2020-08-28,,[],,investing/2020-08-28/Tco_B020ZPU.html,
6mUIbfx-GG0,2020-08-28,,[],,investing/2020-08-28/6mUIbfx-GG0.html,
jwAov6OVTrg,2020-08-28,,[],,investing/2020-08-28/jwAov6OVTrg.html,
IPv-oncf17s,2020-08-28,,[],,investing/2020-08-28/IPv-oncf17s.html,
IM-bqyNzAXk,2020-08-28,,[],,investing/2020-08-28/IM-bqyNzAXk.html,
NLXL3d4n_oo,2020-08-28,,[],,investing/2020-08-28/NLXL3d4n_oo.html,
6n7cRIfv8a4,2020-08-28,,[],,investing/2020-08-28/6n7cRIfv8a4.html,
hT7Vd0C4euo,2020-08-28,,[],,investing/2020-08-28/hT7Vd0C4euo.html,
C6fxiU7U4JQ,2020-08-28,,[],,investing/2020-08-28/C6fxiU7U4JQ.html,
ZSPcBT903cI,2020-08-28,,[],,investing/2020-08-28/ZSPcBT903cI.html,
6rHphnAviC4,2020-08-28,,[],,investing/2020-08-28/6rHphnAviC4.html,
LkGW5xnRt8o,2020-08-28,,[],,investing/2020-08-28/LkGW5xnRt8o.html,
Q5NYloEsBGc,2020-08-28,,[],,investing/2020-08-28/Q5NYloEsBGc.html,
XSDug_jXUhM,2020-08-28,,[],,investing/2020-08-28/XSDug_jXUhM.html,
lPzRHXj4n1k,2020-08-28,,[],,investing/2020-08-28/lPzRHXj4n1k.html,
pZtfELBnShc,2020-08-28,,[],,investing/2020-08-28/pZtfELBnShc.html,
Cff0RvvDnjM,2020-08-28,,[],,investing/2020-08-28/Cff0RvvDnjM.html,
3XliRM4bCT8,2020-08-28,,[],,investing/2020-08-28/3XliRM4bCT8.html,
6h1lN-6AkYo,2020-08-28,,[],,investing/2020-08-28/6h1lN-6AkYo.html,
3dGHxaBnHkg,2020-08-28,,[],,investing/2020-08-28/3dGHxaBnHkg.html,
tkXlMHoVkxk,2020-08-28,,[],,investing/2020-08-28/tkXlMHoVkxk.html,
fY0YInK4eJU,2020-08-28,,[],,investing/2020-08-28/fY0YInK4eJU.html,
TUyMUZhvVvY,2020-08-28,,[],,investing/2020-08-28/TUyMUZhvVvY.html,
8HbYvWZWZqo,2020-08-28,,[],,investing/2020-08-28/8HbYvWZWZqo.html,
43vU6DjDkv4,2020-08-28,,[],,investing/2020-08-28/43vU6DjDkv4.html,
w71SGWpnb68,2020-08-28,,[],,investing/2020-08-28/w71SGWpnb68.html,
AGaNvIBKb7I,2020-08-28,,[],,investing/2020-08-28/AGaNvIBKb7I.html,
FZc60GueJbg,2020-08-28,,[],,investing/2020-08-28/FZc60GueJbg.html,
20FjJsuzQi4,2020-08-28,,[],,investing/2020-08-28/20FjJsuzQi4.html,
nLFLk60o6fI,2020-08-28,,[],,investing/2020-08-28/nLFLk60o6fI.html,
mmGy8-tYYc8,2020-08-28,,[],,investing/2020-08-28/mmGy8-tYYc8.html,
email,2020-08-28,,[],,investing/2020-08-28/email.html,
-NtZP5v90iw,2020-08-28,,[],,investing/2020-08-28/-NtZP5v90iw.html,
bfqDxjzPBH0,2020-08-28,,[],,investing/2020-08-28/bfqDxjzPBH0.html,
ILxl6Eixo9k,2020-08-28,,[],,investing/2020-08-28/ILxl6Eixo9k.html,
srK8vGBAX_s,2020-08-28,,[],,investing/2020-08-28/srK8vGBAX_s.html,
6el2j90F5hM,2020-08-28,,[],,investing/2020-08-28/6el2j90F5hM.html,
fmnStPv4XWw,2020-08-27,,[],,investing/2020-08-27/fmnStPv4XWw.html,
mvOl8kCgZoE,2020-08-27,,[],,investing/2020-08-27/mvOl8kCgZoE.html,
3Cn_GD0slpA,2020-08-27,,[],,investing/2020-08-27/3Cn_GD0slpA.html,
_d7dUKAbW3w,2020-08-27,,[],,investing/2020-08-27/_d7dUKAbW3w.html,
CPDSOnoy7rA,2020-08-27,,[],,investing/2020-08-27/CPDSOnoy7rA.html,
m3Bz_WLIoSY,2020-08-27,,[],,investing/2020-08-27/m3Bz_WLIoSY.html,
SqbPa824sYM,2020-08-27,,[],,investing/2020-08-27/SqbPa824sYM.html,
ERY5Tg0iwEs,2020-08-27,,[],,investing/2020-08-27/ERY5Tg0iwEs.html,
itoHAjaTL18,2020-08-27,,[],,investing/2020-08-27/itoHAjaTL18.html,
eImKdK_vzI0,2020-08-27,,[],,investing/2020-08-27/eImKdK_vzI0.html,
NmF_lUWnA6c,2020-08-27,,[],,investing/2020-08-27/NmF_lUWnA6c.html,
MtJ3ZHhRZQU,2020-08-27,,[],,investing/2020-08-27/MtJ3ZHhRZQU.html,
G5GN14l7BrA,2020-08-27,,[],,investing/2020-08-27/G5GN14l7BrA.html,
BixIw3kZucE,2020-08-27,,[],,investing/2020-08-27/BixIw3kZucE.html,
_U_Zg9WZcpY,2020-08-27,,[],,investing/2020-08-27/_U_Zg9WZcpY.html,
pMU0HNHNEC0,2020-08-27,,[],,investing/2020-08-27/pMU0HNHNEC0.html,
rsyF64S4xag,2020-08-27,,[],,investing/2020-08-27/rsyF64S4xag.html,
WS_NHqDfcbA,2020-08-27,,[],,investing/2020-08-27/WS_NHqDfcbA.html,
XbZR9HEvG3E,2020-08-27,,[],,investing/2020-08-27/XbZR9HEvG3E.html,
wckTug-Y8fo,2020-08-27,,[],,investing/2020-08-27/wckTug-Y8fo.html,
n-1_0SiEzFY,2020-08-27,,[],,investing/2020-08-27/n-1_0SiEzFY.html,
mJ-UnUhqZdM,2020-08-27,,[],,investing/2020-08-27/mJ-UnUhqZdM.html,
3XWRD7iRdlo,2020-08-27,,[],,investing/2020-08-27/3XWRD7iRdlo.html,
se042RoDrMU,2020-08-27,,[],,investing/2020-08-27/se042RoDrMU.html,
5KOSzJONNEE,2020-08-27,,[],,investing/2020-08-27/5KOSzJONNEE.html,
fJ6gwbKSwbQ,2020-08-27,,[],,investing/2020-08-27/fJ6gwbKSwbQ.html,
8iekLicQ1q0,2020-08-27,,[],,investing/2020-08-27/8iekLicQ1q0.html,
qr2UatLNCds,2020-08-27,,[],,investing/2020-08-27/qr2UatLNCds.html,
6dJbwNp4w9M,2020-08-27,,[],,investing/2020-08-27/6dJbwNp4w9M.html,
eCFvzraqOGk,2020-08-27,,[],,investing/2020-08-27/eCFvzraqOGk.html,
dXPGZlQx9CY,2020-08-27,,[],,investing/2020-08-27/dXPGZlQx9CY.html,
-vQK5958K6I,2020-08-27,,[],,investing/2020-08-27/-vQK5958K6I.html,
SPBviw2aTkc,2020-08-27,,[],,investing/2020-08-27/SPBviw2aTkc.html,
UQtdWCTdfzI,2020-08-27,,[],,investing/2020-08-27/UQtdWCTdfzI.html,
rG4E-rDC5w0,2020-08-27,,[],,investing/2020-08-27/rG4E-rDC5w0.html,
CuuDHOCsiBo,2020-08-27,,[],,investing/2020-08-27/CuuDHOCsiBo.html,
r7sg9YGsfz4,2020-08-27,,[],,investing/2020-08-27/r7sg9YGsfz4.html,
eUk9l6uwPjQ,2020-08-27,,[],,investing/2020-08-27/eUk9l6uwPjQ.html,
YdRK24AmIAo,2020-08-27,,[],,investing/2020-08-27/YdRK24AmIAo.html,
dBMarB_AXdk,2020-08-27,,[],,investing/2020-08-27/dBMarB_AXdk.html,
email,2020-08-27,,[],,investing/2020-08-27/email.html,
MZT5GxQdt3g,2020-08-27,,[],,investing/2020-08-27/MZT5GxQdt3g.html,
LAGT2HP2MSE,2020-08-27,,[],,investing/2020-08-27/LAGT2HP2MSE.html,
1YMcK2ntQkY,2020-08-27,,[],,investing/2020-08-27/1YMcK2ntQkY.html,
tYbgIlEQkdg,2020-08-27,,[],,investing/2020-08-27/tYbgIlEQkdg.html,
ccmCQe67bAo,2020-08-27,,[],,investing/2020-08-27/ccmCQe67bAo.html,
cCfag2cLlNc,2020-08-27,,[],,investing/2020-08-27/cCfag2cLlNc.html,
9ni5JhbzrPU,2020-08-27,,[],,investing/2020-08-27/9ni5JhbzrPU.html,
F96jOlOE0hA,2020-08-27,,[],,investing/2020-08-27/F96jOlOE0hA.html,
DN1o-cg5OAM,2020-08-27,,[],,investing/2020-08-27/DN1o-cg5OAM.html,
xjGhWVEZIHo,2020-08-26,,[],,investing/2020-08-26/xjGhWVEZIHo.html,
VpJKtmpFB3c,2020-08-26,,[],,investing/2020-08-26/VpJKtmpFB3c.html,
bTj9WhEgTks,2020-08-26,,[],,investing/2020-08-26/bTj9WhEgTks.html,
RejjDnOnf20,2020-08-26,,[],,investing/2020-08-26/RejjDnOnf20.html,
xF8Em8zi7j0,2020-08-26,,[],,investing/2020-08-26/xF8Em8zi7j0.html,
pDFomImCDhs,2020-08-26,,[],,investing/2020-08-26/pDFomImCDhs.html,
GFgg07SWWEQ,2020-08-26,,[],,investing/2020-08-26/GFgg07SWWEQ.html,
7BtOCqh-B1k,2020-08-26,,[],,investing/2020-08-26/7BtOCqh-B1k.html,
X29sbpFn48I,2020-08-26,,[],,investing/2020-08-26/X29sbpFn48I.html,
UesrgYb4_XA,2020-08-26,,[],,investing/2020-08-26/UesrgYb4_XA.html,
3zepVyNBn-g,2020-08-26,,[],,investing/2020-08-26/3zepVyNBn-g.html,
Is1SdvwuBq0,2020-08-26,,[],,investing/2020-08-26/Is1SdvwuBq0.html,
QJbPITqSUv0,2020-08-26,,[],,investing/2020-08-26/QJbPITqSUv0.html,
TO9sFSXqn3A,2020-08-26,,[],,investing/2020-08-26/TO9sFSXqn3A.html,
oAg5vSPA2i4,2020-08-26,,[],,investing/2020-08-26/oAg5vSPA2i4.html,
SCfNPvn5f54,2020-08-26,,[],,investing/2020-08-26/SCfNPvn5f54.html,
NXWtG47doLo,2020-08-26,,[],,investing/2020-08-26/NXWtG47doLo.html,
NrwuD0jqeEI,2020-08-26,,[],,investing/2020-08-26/NrwuD0jqeEI.html,
SN2EJVe99gs,2020-08-26,,[],,investing/2020-08-26/SN2EJVe99gs.html,
uTDDaRJ1o20,2020-08-26,,[],,investing/2020-08-26/uTDDaRJ1o20.html,
vzdbTBQp19k,2020-08-26,,[],,investing/2020-08-26/vzdbTBQp19k.html,
ns031HcXPKw,2020-08-26,,[],,investing/2020-08-26/ns031HcXPKw.html,
Vj3O8FyWVIo,2020-08-26,,[],,investing/2020-08-26/Vj3O8FyWVIo.html,
kA5CYQgq9oo,2020-08-26,,[],,investing/2020-08-26/kA5CYQgq9oo.html,
GySaS6ssUk8,2020-08-26,,[],,investing/2020-08-26/GySaS6ssUk8.html,
HNQNWt7Ez_I,2020-08-26,,[],,investing/2020-08-26/HNQNWt7Ez_I.html,
0SOHT3reh6k,2020-08-26,,[],,investing/2020-08-26/0SOHT3reh6k.html,
8HlG7I3p_0o,2020-08-26,,[],,investing/2020-08-26/8HlG7I3p_0o.html,
HPkSA9nAamo,2020-08-26,,[],,investing/2020-08-26/HPkSA9nAamo.html,
AGvrapT3a4k,2020-08-26,,[],,investing/2020-08-26/AGvrapT3a4k.html,
S8U9e9Srv4o,2020-08-26,,[],,investing/2020-08-26/S8U9e9Srv4o.html,
email,2020-08-26,,[],,investing/2020-08-26/email.html,
o92m19gOC84,2020-08-26,,[],,investing/2020-08-26/o92m19gOC84.html,
gUDGHjt2ucs,2020-08-26,,[],,investing/2020-08-26/gUDGHjt2ucs.html,
NBdgwXy0Zcg,2020-08-26,,[],,investing/2020-08-26/NBdgwXy0Zcg.html,
leN21XFofgY,2020-08-26,,[],,investing/2020-08-26/leN21XFofgY.html,
lA1ShzplBPM,2020-08-26,,[],,investing/2020-08-26/lA1ShzplBPM.html,
J4kfjSM5Y6A,2020-08-26,,[],,investing/2020-08-26/J4kfjSM5Y6A.html,
N8duhabeSVc,2020-08-26,,[],,investing/2020-08-26/N8duhabeSVc.html,
CBLlOYjiCjY,2020-08-26,,[],,investing/2020-08-26/CBLlOYjiCjY.html,
R6AXvngpQJs,2020-08-26,,[],,investing/2020-08-26/R6AXvngpQJs.html,
oCJ4OLexx4s,2020-08-26,,[],,investing/2020-08-26/oCJ4OLexx4s.html,
bsrg_L94PRU,2020-08-26,,[],,investing/2020-08-26/bsrg_L94PRU.html,
lXtF6NtvPX4,2020-08-26,,[],,investing/2020-08-26/lXtF6NtvPX4.html,
GvyVXlxNw_A,2020-08-26,,[],,investing/2020-08-26/GvyVXlxNw_A.html,
LNAbIJFSl1c,2020-08-26,,[],,investing/2020-08-26/LNAbIJFSl1c.html,
